wqms_id,wqms_lat,wqms_lon,country_name,hydrobasin_level12,LINKNO,merged_LINKNO,gauge_id,gauge_distance_km
wqms_00500001,42.24956,19.34944,Albania,2120598220,210391046,210389990,,
wqms_00500002,42.17353,19.30196,Albania,2120599280,210254827,210254827,,
wqms_00500003,41.96908,19.38477,Albania,2120011990,210423797,210463919,,
wqms_00500004,41.91697,19.36187,Albania,2120011990,210378390,210463919,,
wqms_00500005,40.45269,19.57819,Albania,2120632170,210261259,210292941,,
wqms_00500006,40.75044,19.5789,Albania,2120011750,210321427,210360501,,
wqms_00500007,41.68811,20.33822,Albania,2121211970,210416422,210372099,,
wqms_00500008,40.734,19.57206,Albania,2120628940,210307710,210283424,,
wqms_00500009,41.9691,19.38474,Albania,2120011990,210423797,210463919,,
wqms_00900001,-14.26699,-170.59344,American Samoa,5120082160,,,,
wqms_00900002,-14.25922,-170.63649,American Samoa,5120082160,,,,
wqms_00900003,-14.26267,-170.65172,American Samoa,5120082160,,,,
wqms_00900004,-14.25172,-170.6801,American Samoa,5120082160,,,,
wqms_00900005,-14.28616,-170.72038,American Samoa,5120082160,,,,
wqms_00900006,-14.29286,-170.75922,American Samoa,5120082160,,,,
wqms_00900007,-14.33116,-170.80177,American Samoa,5120082160,,,,
wqms_00900008,-14.32116,-170.79511,American Samoa,5120082160,,,,
wqms_00900009,-14.32032,-170.78177,American Samoa,5120082160,,,,
wqms_00900010,-14.30838,-170.71038,American Samoa,5120082160,,,,
wqms_00900011,-14.29699,-170.68649,American Samoa,5120082160,,,,
wqms_00900012,-14.27755,-170.70566,American Samoa,5120082160,,,,
wqms_00900013,-14.27977,-170.65316,American Samoa,5120082160,,,,
wqms_00900014,-14.28588,-170.64455,American Samoa,5120082160,,,,
wqms_00900015,-14.27783,-170.63983,American Samoa,5120082160,,,,
wqms_00900016,-14.26922,-170.57511,American Samoa,5120082160,,,,
wqms_00900017,-14.28811,-170.70677,American Samoa,5120082160,,,,
wqms_01000001,-22.37664,-62.52333,Argentina,6120749420,640604082,640524523,grdc_3268500,23.1542
wqms_01000002,-32.90211,-58.11684,Argentina,6120883760,640355811,640482349,,
wqms_01000003,-33.08056,-58.1463,Argentina,6120016790,640277488,640233709,,
wqms_01000004,-33.102,-58.21956,Argentina,6120016790,640214129,640202610,,
wqms_01000005,-25.68256,-54.42397,Argentina,6120794740,640528229,640486751,camelsbr_65993000,0.0798
wqms_01000006,-25.62854,-54.4812,Argentina,6120793690,640460259,640486751,camelsbr_65993000,11.8118
wqms_01000007,-26.92549,-58.50669,Argentina,6120810690,640453413,640428066,,
wqms_01000008,-32.4763,-58.21932,Argentina,6120878790,640330447,640259023,,
wqms_01000009,-25.37622,-57.64933,Argentina,6121285610,640399190,640399190,,
wqms_01000010,-24.169,-65.48955,Argentina,6120775980,640386453,640342678,,
wqms_01000011,-24.1892,-65.43544,Argentina,6120775520,640389910,640416408,,
wqms_01000012,-27.99309,-67.62715,Argentina,6120824280,640531809,640522575,grdc_3274030,13.2508
wqms_01000013,-26.99571,-66.21746,Argentina,6120809950,640517932,640477612,,
wqms_01000014,-28.26086,-67.02101,Argentina,6121301610,640505328,640522575,grdc_3274030,87.7192
wqms_01000015,-27.33631,-65.31752,Argentina,6120815000,640477629,640438456,,
wqms_01000016,-27.3185,-65.22768,Argentina,6120814450,640554813,640546744,,
wqms_01000017,-27.37981,-65.15319,Argentina,6120815470,640582464,640546744,,
wqms_01000018,-26.71918,-65.16207,Argentina,6120807110,640512156,640441855,grdc_3274140,28.1752
wqms_01000019,-25.24912,-64.39079,Argentina,6120789450,640508623,640459097,grdc_3265070,10.3831
wqms_01000020,-22.5678,-64.24332,Argentina,6121267590,640583360,640534926,,
wqms_01000021,-23.14267,-64.19595,Argentina,6120762130,640539615,640537299,,
wqms_01000022,-24.8425,-65.59306,Argentina,6120784760,640417593,640313906,,
wqms_01000023,-26.37411,-63.72439,Argentina,6120803710,640509834,640493703,,
wqms_01000024,-27.94025,-63.43932,Argentina,6121300150,640512219,640602065,,
wqms_01000025,-25.6108,-63.94932,Argentina,6121287110,640423391,640438361,,
wqms_01000026,-29.1062,-62.57646,Argentina,6121305840,640533013,640602065,,
wqms_01000027,-28.01445,-64.09714,Argentina,6120826670,640550238,640536393,,
wqms_01000028,-28.32954,-64.00717,Argentina,6120828380,640587122,640536393,,
wqms_01000029,-28.74393,-68.22109,Argentina,6120834900,650071236,650061633,grdc_3275010,8.1504
wqms_01000030,-29.17822,-67.48578,Argentina,6120840550,640325668,640325668,,
wqms_01000031,-28.64957,-66.54936,Argentina,6120832210,640444291,640522575,grdc_3274030,167.8889
wqms_01000032,-30.19657,-68.83143,Argentina,6121311460,650071282,650067282,,
wqms_01000033,-31.25176,-69.17767,Argentina,6120865360,650103315,650077716,grdc_3275100,83.6525
wqms_01000034,-30.05057,-69.17009,Argentina,6120851490,650065677,650047244,,
wqms_01000035,-32.2254,-67.80638,Argentina,6121320340,650093746,650077716,grdc_3275100,220.806
wqms_01000036,-35.09784,-68.87477,Argentina,6121331910,650325836,650330641,,
wqms_01000037,-35.1974,-69.76727,Argentina,6120904380,650345039,650221040,,
wqms_01000038,-34.66846,-69.3165,Argentina,6120899950,650298623,650288223,grdc_3275280,1.0655
wqms_01000039,-35.08384,-69.60444,Argentina,6120904260,650301836,650257025,,
wqms_01000040,-34.60712,-68.30253,Argentina,6121330200,650190621,650190621,,
wqms_01000041,-34.57056,-67.865,Argentina,6120899230,650323420,650288223,grdc_3275290,88.7953
wqms_01000042,-35.16866,-66.49602,Argentina,6120904370,650388239,650108115,grdc_3275270,302.5422
wqms_01000043,-35.18444,-67.72692,Argentina,6120904360,650387439,650328236,,
wqms_01000044,-33.1059,-66.06346,Argentina,6120885900,650116174,650102574,,
wqms_01000045,-33.91841,-65.15154,Argentina,6121327410,650209799,650164986,,
wqms_01000046,-38.8207,-64.98102,Argentina,6120933940,650341954,650108115,grdc_3275750,11.7479
wqms_01000047,-40.52955,-70.43054,Argentina,6121347810,650259607,650256407,,
wqms_01000048,-39.112,-67.62314,Argentina,6120935130,650301963,650307559,grdc_3275990,550.0444
wqms_01000049,-40.45448,-63.78947,Argentina,6120942170,650281205,650307559,grdc_3275990,6.399
wqms_01000050,-41.59265,-71.68396,Argentina,6120946660,660091277,660072271,,
wqms_01000051,-36.8071,-69.89341,Argentina,6120918580,650410690,650367480,grdc_3275500,13.4402
wqms_01000052,-37.07585,-69.74637,Argentina,6120920470,650417099,650443492,grdc_3275700,2.7251
wqms_01000053,-38.53023,-69.403,Argentina,6121343030,650388344,650337939,grdc_3275800,1.8363
wqms_01000054,-38.98094,-68.1382,Argentina,6121344260,650300359,650256407,,
wqms_01000055,-37.18555,-70.67857,Argentina,6120921410,650404302,650429891,,
wqms_01000056,-40.11954,-71.66179,Argentina,6120939980,660116597,660100405,camelscl_10100006,2.0653
wqms_01000057,-43.88818,-68.39813,Argentina,6120955220,650182913,650221273,grdc_3276200,12.7928
wqms_01000058,-45.68262,-70.2516,Argentina,6120960330,650126170,650113369,,
wqms_01000059,-44.95823,-71.34198,Argentina,6121354020,650178147,650188545,grdc_3276300,1.0226
wqms_01000060,-43.17454,-71.62378,Argentina,6121352010,660102568,660080029,grdc_3290500,9.3779
wqms_01000061,-43.11114,-71.65442,Argentina,6120952480,660101862,660080029,grdc_3290500,12.9551
wqms_01000062,-45.56419,-69.0672,Argentina,6120959690,650139766,650165348,grdc_3276320,186.8677
wqms_01000063,-41.83417,-71.10841,Argentina,6120947830,650205248,650162843,,
wqms_01000064,-43.69854,-66.47488,Argentina,6121352400,650175707,650174110,,
wqms_01000065,-43.84151,-71.2501,Argentina,6121352610,660077235,660075125,grdc_3289050,39.3615
wqms_01000066,-45.98603,-69.47506,Argentina,6121355110,650106180,650165348,grdc_3276320,102.4292
wqms_01000067,-43.55987,-71.72978,Argentina,6120954220,660090606,660081454,camelscl_11040001,85.926
wqms_01000068,-42.60412,-70.39134,Argentina,6120950370,650219673,650217268,,
wqms_01000069,-42.0878,-71.62414,Argentina,6120948290,660069461,660068050,,
wqms_01000070,-43.2759,-65.27381,Argentina,6121352070,650189295,650174110,,
wqms_01000071,-27.28863,-58.6078,Argentina,6120814820,640560570,640355016,grdc_3667060,955.8311
wqms_01000072,-26.18356,-58.15911,Argentina,6120800540,640431487,640445309,,
wqms_01000073,-26.66034,-58.63378,Argentina,6121293020,640478746,640532711,grdc_3268900,138.5156
wqms_01000074,-22.72816,-62.2128,Argentina,6120755020,640571838,640524523,grdc_3268500,68.8761
wqms_01000075,-49.79706,-72.06402,Argentina,6120970370,650171899,650149489,,
wqms_01000076,-50.25151,-71.90652,Argentina,6120971400,650103914,650135113,grdc_3276800,3.1265
wqms_01000077,-51.89457,-71.59714,Argentina,6120973720,650146366,650111976,camelscl_12622001,40.5453
wqms_01000078,-46.55406,-71.63909,Argentina,6120962460,660177954,660145574,,
wqms_01000079,-49.77708,-68.64098,Argentina,6120970430,650172699,650169493,,
wqms_01000080,-48.75249,-70.32093,Argentina,6120968550,650163067,650175852,,
wqms_01000081,-51.68829,-69.65569,Argentina,6120973250,650161559,650152764,,
wqms_01000082,-49.99821,-68.92727,Argentina,6120970590,650151106,650135113,grdc_3276800,312.7372
wqms_01000083,-31.10471,-58.77148,Argentina,6120863680,640429446,640423684,,
wqms_01000084,-33.10059,-59.2699,Argentina,6121323800,640332784,640423684,,
wqms_01000085,-32.10459,-58.49072,Argentina,6120874830,640389179,640346542,,
wqms_01000086,-32.84217,-59.86476,Argentina,6120883840,640282082,640087395,,
wqms_01000087,-30.73192,-59.63838,Argentina,6121314230,640300403,640250868,,
wqms_01000088,-31.71467,-60.53156,Argentina,6120870380,640256679,640256679,,
wqms_01000089,-32.9795,-58.50407,Argentina,6120885320,640344298,640398403,,
wqms_01000090,-31.48123,-58.07969,Argentina,6120867780,640447898,640482349,,
wqms_01000091,-31.49122,-60.78156,Argentina,6120867710,640452507,640539945,,
wqms_01000092,-30.58073,-59.92278,Argentina,6120858770,640425962,640545731,,
wqms_01000093,-31.41867,-60.31733,Argentina,6120868390,640426007,640545731,,
wqms_01000094,-32.42778,-60.81356,Argentina,6120878570,640306254,640268239,,
wqms_01000095,-25.59189,-54.58012,Argentina,6120793620,640501729,640486751,camelsbr_65993000,26.4881
wqms_01000096,-25.58768,-53.99086,Argentina,6120793340,640424547,640418797,,
wqms_01000097,-25.6045,-54.59599,Argentina,6120793910,640502881,640497980,grdc_3662100,704.7752
wqms_01000098,-29.72703,-57.08145,Argentina,6120846740,640414395,640386745,,
wqms_01000099,-28.99508,-58.55867,Argentina,6120837580,640485782,640490352,grdc_3265910,3.032
wqms_01000100,-29.84584,-57.67438,Argentina,6120848270,640506562,640491558,,
wqms_01000101,-28.91666,-57.23639,Argentina,6120836620,640445458,640397069,,
wqms_01000102,-29.75658,-59.21751,Argentina,6121309530,640519230,640490352,grdc_3265910,140.3345
wqms_01000103,-27.82445,-56.25828,Argentina,6120822100,640529496,640515669,,
wqms_01000104,-28.54456,-56.02463,Argentina,6120830930,640539902,640575554,camelsbr_75780000,9.706
wqms_01000105,-27.26144,-58.24276,Argentina,6121296180,640554810,640497980,grdc_3662100,1310.8186
wqms_01000106,-27.76511,-55.88622,Argentina,6121298960,640302550,640302550,,
wqms_01000107,-27.95278,-58.82682,Argentina,6120823340,640289887,640289887,,
wqms_01000108,-33.88759,-58.9034,Argentina,6120894340,640244123,640565180,grdc_3265601,269.5509
wqms_01000109,-34.35251,-59.81665,Argentina,6120897550,640177332,640185397,,
wqms_01000110,-34.24018,-59.4998,Argentina,6120896760,640164654,640185397,,
wqms_01000111,-34.28847,-59.70282,Argentina,6121329030,640187696,640185397,,
wqms_01000112,-36.37112,-60.95555,Argentina,6121336190,650377877,650395486,,
wqms_01000113,-35.08795,-60.10887,Argentina,6120903390,650334636,650311428,,
wqms_01000114,-35.72636,-58.53694,Argentina,6121334040,650402657,650369053,,
wqms_01000115,-35.45986,-59.57532,Argentina,6121333280,650380248,650345059,,
wqms_01000116,-36.87904,-60.31098,Argentina,6120918350,650394693,650360301,,
wqms_01000117,-36.83111,-59.89404,Argentina,6121337530,650433091,650396301,,
wqms_01000118,-38.46245,-58.75884,Argentina,6120931220,650397941,650416332,,
wqms_01000119,-32.90307,-64.71639,Argentina,6120883450,640367334,640322407,grdc_3265700,7.8711
wqms_01000120,-31.15798,-63.39374,Argentina,6121315620,640434059,640426005,,
wqms_01000121,-32.21886,-64.75191,Argentina,6121320220,640396098,640396098,,
wqms_01000122,-31.54183,-63.53721,Argentina,6121317330,640474399,640409900,,
wqms_01000123,-32.61436,-62.68719,Argentina,6121321870,640366167,640413377,,
wqms_01000124,-33.45559,-63.12921,Argentina,6120890110,640317827,640322407,grdc_3265700,284.9121
wqms_01000125,-33.40786,-63.29402,Argentina,6121324900,640293632,640322407,grdc_3265700,260.6199
wqms_01000126,-32.16877,-64.23276,Argentina,6120875550,640432959,640413377,,
wqms_01000127,-30.96428,-62.99609,Argentina,6120861940,640457087,640446728,,
wqms_01000128,-38.4144,-67.04323,Argentina,6121342470,650401941,650443492,grdc_3275700,414.771
wqms_01000129,-36.291,-66.8295,Argentina,6120915050,650398674,650108115,grdc_3275270,462.0826
wqms_01000130,-31.37633,-57.98327,Argentina,6120867000,640459413,640482349,,
wqms_01000131,-27.28503,-58.60861,Argentina,6120814820,640560570,640355016,grdc_3667060,955.3623
wqms_01000132,-27.46867,-58.89678,Argentina,6120816800,640570949,640535218,,
wqms_01000133,-31.65302,-60.75167,Argentina,6120869830,640407586,640539945,,
wqms_01000134,-32.43898,-60.80455,Argentina,6120878570,640415693,640539945,,
wqms_01000135,-32.72382,-60.72238,Argentina,6120881590,640360413,640565180,grdc_3265601,7.4852
wqms_01000136,-32.9067,-60.67689,Argentina,6120883710,640347751,640361574,,
wqms_01000137,-33.32857,-60.30056,Argentina,6120887310,640318973,640252176,,
wqms_01000138,-34.05602,-59.30244,Argentina,6120894820,640249892,640185397,,
wqms_01000139,-34.29167,-58.87822,Argentina,6120896020,640206128,640119746,,
wqms_01000140,-27.5562,-58.7436,Argentina,6120818080,640538698,640523720,,
wqms_01000141,-30.01685,-59.54923,Argentina,6120849500,640504268,640490352,grdc_3265910,192.82
wqms_01000142,-30.32944,-59.55633,Argentina,6120855020,640405213,640315351,,
wqms_01000143,-31.10663,-59.87717,Argentina,6120864300,640434055,640436332,,
wqms_01000144,-32.72189,-60.24611,Argentina,6121322490,640093148,640093148,,
wqms_01000145,-33.23227,-59.35207,Argentina,6120886940,640181880,640181880,,
wqms_01000146,-25.59152,-54.57448,Argentina,6120793620,640501729,640486751,camelsbr_65993000,25.8586
wqms_01000147,-29.08514,-59.40625,Argentina,6120837900,640534171,640531807,,
wqms_01000148,-27.28429,-55.53169,Argentina,6120814430,640486843,640496065,,
wqms_01000149,-27.53499,-54.78552,Argentina,6120817760,640501832,640483389,,
wqms_01000150,-27.45557,-54.59735,Argentina,6120816580,640523716,640463806,,
wqms_01000151,-27.75937,-55.0392,Argentina,6120820730,640517972,640471888,,
wqms_01000152,-27.8476,-55.12348,Argentina,6120821660,640433881,640317523,,
wqms_01000153,-29.9691,-57.68211,Argentina,6120849510,640528458,640491558,,
wqms_01000154,-25.36568,-57.64669,Argentina,6121285610,640326611,640326611,,
wqms_01000155,-25.86613,-57.87961,Argentina,6120796820,640402671,640419948,,
wqms_01000156,-26.874,-58.37878,Argentina,6120808660,640536357,640355016,grdc_3667060,871.3584
wqms_01000157,-25.58931,-54.59374,Argentina,6120793610,640512095,640497980,grdc_3662100,699.6334
wqms_01000158,-26.34849,-54.61794,Argentina,6120802440,640467209,640392325,,
wqms_01000159,-29.07684,-59.22703,Argentina,6120837640,640521499,640498399,,
wqms_01000160,-32.47805,-60.79907,Argentina,6120879890,640456014,640539945,,
wqms_01000161,-33.00033,-60.61573,Argentina,6120884800,640384619,640263673,,
wqms_01000162,-33.2398,-60.43948,Argentina,6120886620,640282105,640294782,,
wqms_01000163,-33.40884,-60.18989,Argentina,6120888300,640301697,640254476,,
wqms_01000164,-33.80922,-59.60744,Argentina,6120893080,640272919,640187669,,
wqms_01000165,-25.30138,-57.6734,Argentina,6120790150,640535120,640355016,grdc_3667060,588.6396
wqms_01000166,-25.87293,-54.56533,Argentina,6120797300,640495985,640413047,,
wqms_01000167,-27.63951,-54.90613,Argentina,6120819200,640460366,640409671,,
wqms_01000168,-27.87308,-55.27762,Argentina,6120822510,640475354,640443093,,
wqms_01000169,-29.07778,-56.58811,Argentina,6120838310,640513434,640515669,,
wqms_01000170,-22.70236,-62.20556,Argentina,6120755020,640571838,640524523,grdc_3268500,65.4569
wqms_01000171,-27.38342,-54.30678,Argentina,6120815960,640547904,640407350,,
wqms_01000172,-40.08226,-64.46672,Argentina,6121346780,650269193,650307559,grdc_3275990,106.856
wqms_01000173,-38.97881,-64.10338,Argentina,6121344240,650309159,650108115,grdc_3275750,82.6025
wqms_01000174,-43.2799,-65.24394,Argentina,6121352070,650184495,650167710,,
wqms_01000175,-47.19074,-67.24386,Argentina,6120964210,650191017,650168616,,
wqms_01000176,-49.77728,-68.64083,Argentina,6120970430,650172699,650169493,,
wqms_01000177,-49.99692,-68.92296,Argentina,6120970590,650151906,650135113,grdc_3276800,311.6373
wqms_01000178,-51.14065,-69.53361,Argentina,6120021450,650073542,650078344,,
wqms_01000179,-51.63124,-69.61639,Argentina,6120021500,650132757,650152764,,
wqms_01000180,-29.74323,-57.09805,Argentina,6120846740,640359102,640346431,camelsbr_77150000,0.4228
wqms_01000181,-29.11537,-56.55785,Argentina,6120838360,640508829,640575554,camelsbr_75780000,77.8392
wqms_01100001,-35.60289,143.93063,Australia,5120600560,540451260,540447234,,
wqms_01100002,-35.96813,144.96271,Australia,5120602770,540517130,540448594,camelsaus_404204,176.3625
wqms_01100003,-36.33048,144.70215,Australia,5120829300,540464728,540478191,grdc_5304065,57.0923
wqms_01100004,-36.1773,145.11856,Australia,5120604130,540527890,540432474,,
wqms_01100005,-35.65571,144.12709,Australia,5120601070,540331646,540330302,,
wqms_01100006,-36.13952,146.9563,Australia,5120603880,540466065,540409639,,
wqms_01100007,-35.70678,143.90633,Australia,5120601450,540439168,540310147,,
wqms_01100008,-36.40825,147.23284,Australia,5120829680,540405595,540449960,,
wqms_01100009,-34.84788,143.34421,Australia,5120825270,540690462,540549352,grdc_5304140,0.0376
wqms_01100010,-35.32809,143.56468,Australia,5120826760,540511729,540432474,,
wqms_01100011,-35.9398,144.46408,Australia,5120828510,540509067,540432474,,
wqms_01100012,-36.16044,146.23733,Australia,5120603260,540514450,540440544,camelsaus_403200,45.6597
wqms_01100013,-36.19382,147.26938,Australia,5120604470,540440530,540437842,,
wqms_01100014,-37.85285,146.43223,Australia,5120612500,540283346,540287375,camelsaus_225213,0.1985
wqms_01100015,-37.31792,145.71324,Australia,5120609470,540390847,540381442,camelsaus_405209,0.0483
wqms_01100016,-38.64,146.37322,Australia,5120072390,,,,
wqms_01100017,-38.66872,143.58107,Australia,5120834120,540032054,540032054,camelsaus_235209,4.8915
wqms_01100018,-37.18964,143.40201,Australia,5120831410,540312891,540311547,grdc_5304081,0.0112
wqms_01100019,-36.43927,143.29835,Australia,5120829710,540467421,540420387,grdc_5304080,0.028
wqms_01100020,-35.90984,143.51244,Australia,5120828180,540515784,540420387,camelsaus_408200,102.5677
wqms_01100021,-36.69922,143.16689,Australia,5120830340,540400230,540314219,,
wqms_01100022,-38.0218,147.18164,Australia,5120613040,540271258,540357265,grdc_5302255,15.7111
wqms_01100023,-37.97367,147.0808,Australia,5120613040,540320984,540357265,grdc_5302255,0.9921
wqms_01100024,-37.8012,146.88469,Australia,5120612090,540286034,540357265,camelsaus_225224,0.0236
wqms_01100025,-36.64422,142.98144,Australia,5120606160,540374693,540370661,grdc_5304150,0
wqms_01100026,-36.77205,144.43066,Australia,5120607170,540341097,540363946,grdc_5304071,0.0509
wqms_01100027,-38.16419,144.348,Australia,5120833500,540287391,540261857,grdc_5302325,27.8036
wqms_01100028,-38.15103,143.98902,Australia,5120613520,540279328,540261857,grdc_5302325,43.6481
wqms_01100029,-38.3011,143.93615,Australia,5120833610,540198693,540191973,,
wqms_01100030,-38.13902,144.19099,Australia,5120613610,540257822,540261857,grdc_5302325,1.3952
wqms_01100031,-38.32532,143.83502,Australia,5120614190,540177190,540118057,,
wqms_01100032,-38.23956,143.98958,Australia,5120613970,540248419,540191973,,
wqms_01100033,-38.52777,143.73123,Australia,5120614610,540109996,540109996,camelsaus_233214,9.5378
wqms_01100034,-38.46661,145.51461,Australia,5120072510,540140906,540111337,camelsaus_227231,0.5423
wqms_01100035,-37.60598,148.90214,Australia,5120832430,540388169,540398916,camelsaus_221212,0.0412
wqms_01100036,-36.63316,144.36405,Australia,5120830250,540392164,540385446,,
wqms_01100037,-37.51974,146.0763,Australia,5120609900,540370694,540334408,grdc_5304100,0.0098
wqms_01100038,-36.93214,147.4721,Australia,5120608180,540419055,540369324,camelsaus_401216,0.1141
wqms_01100039,-38.29741,143.83163,Australia,5120614140,540190629,540173157,,
wqms_01100040,-38.42122,143.7098,Australia,5120614580,540033385,540033385,,
wqms_01100041,-36.96841,145.78516,Australia,5120608270,540376049,540324976,camelsaus_405251,0.0262
wqms_01100042,-37.51112,148.5483,Australia,5120832250,540397574,540330367,grdc_5302107,0.0081
wqms_01100043,-36.10214,145.68652,Australia,5120603710,540412303,540363929,,
wqms_01100044,-36.47276,145.93994,Australia,5120605600,540455326,540455326,,
wqms_01100045,-36.48232,145.94374,Australia,5120605760,540436512,540363945,,
wqms_01100046,-36.42022,145.671,Australia,5120605380,540354520,540354520,,
wqms_01100047,-36.85228,146.00934,Australia,5120830640,540377388,540341105,,
wqms_01100048,-36.79788,146.01931,Australia,5120606890,540378731,540341105,,
wqms_01100049,-38.34974,142.6556,Australia,5120614320,540158375,540154344,camelsaus_236212,1.0219
wqms_01100050,-37.4947,148.17138,Australia,5120610510,540417733,540331696,grdc_5302108,0.0161
wqms_01100051,-36.578,146.72933,Australia,5120606050,540409635,540424422,,
wqms_01100052,-36.91154,146.70094,Australia,5120607470,540428463,540380081,grdc_5304036,0.0164
wqms_01100053,-36.71414,146.65986,Australia,5120606070,540440551,540420394,,
wqms_01100054,-37.93978,145.74422,Australia,5120833150,540251096,540251096,grdc_5302280,0.6511
wqms_01100055,-38.17056,145.66244,Australia,5120613840,540209440,540206752,,
wqms_01100056,-37.52318,143.67847,Australia,5120610640,540337093,540355908,,
wqms_01100057,-37.38598,144.45255,Australia,5120831660,540324993,540324993,camelsaus_406208,0.5945
wqms_01100058,-36.14306,144.73881,Australia,5120603890,540486225,540478191,grdc_5304065,92.7879
wqms_01100059,-36.84368,144.53028,Australia,5120607180,540440556,540478191,grdc_5304061,0.7631
wqms_01100060,-36.85153,144.53105,Australia,5120607180,540440556,540478191,grdc_5304060,0.0563
wqms_01100061,-37.01824,144.53988,Australia,5120608000,540435187,540376055,grdc_5304064,0.0682
wqms_01100062,-37.37342,149.19859,Australia,5120609910,540415041,540311548,grdc_5302101,0.042
wqms_01100063,-37.6088,149.13059,Australia,5120611180,540405641,540393536,,
wqms_01100064,-36.58611,145.35811,Australia,5120605940,540292705,540292705,camelsaus_405246,1.0396
wqms_01100065,-36.96501,144.49224,Australia,5120607990,540447281,540431159,,
wqms_01100066,-37.44011,148.98156,Australia,5120610380,540388163,540299456,grdc_5302105,0.0507
wqms_01100067,-38.57254,143.94844,Australia,5120072870,,,,
wqms_01100068,-38.44367,142.96547,Australia,5120833790,540142250,540142250,grdc_5302330,0.0078
wqms_01100069,-37.99354,145.20668,Australia,5120612990,540282008,540284694,,
wqms_01100070,-37.99789,145.19443,Australia,5120612990,540234968,540193302,,
wqms_01100071,-38.02323,145.18704,Australia,5120612990,540222873,540284694,,
wqms_01100072,-37.94841,145.22511,Australia,5120612990,540284694,540284694,,
wqms_01100073,-36.81434,146.62712,Australia,5120607520,540380075,540386799,grdc_5304035,0.0277
wqms_01100074,-37.49302,147.2721,Australia,5120610730,540454020,540415029,grdc_5302244,0.0054
wqms_01100075,-38.15933,141.76933,Australia,5120614070,540173151,540135519,grdc_5302405,0
wqms_01100076,-37.08557,148.42383,Australia,5120608680,540400246,540372017,grdc_5302220,0.0147
wqms_01100077,-37.42678,144.81504,Australia,5120610000,540365312,540320956,,
wqms_01100078,-37.63128,144.80185,Australia,5120611380,540382794,540402946,grdc_5302301,0.0296
wqms_01100079,-37.15901,146.1008,Australia,5120608850,540373368,540323638,camelsaus_405214,1.0461
wqms_01100080,-37.46483,144.74469,Australia,5120611070,540456707,540455363,,
wqms_01100081,-37.44706,148.91483,Australia,5120610340,540406979,540290047,camelsaus_221207,0.009
wqms_01100082,-38.03233,145.22357,Australia,5120613070,540206746,540206746,,
wqms_01100083,-38.26014,141.94352,Australia,5120614270,540229599,540236314,camelsaus_237206,17.1481
wqms_01100084,-36.61843,146.2479,Australia,5120830030,540370659,540416356,grdc_5304111,0.0074
wqms_01100085,-38.63111,146.30649,Australia,5120072400,,,,
wqms_01100086,-37.81074,147.09424,Australia,5120612290,540327697,540319629,grdc_5302253,0.0104
wqms_01100087,-37.17643,142.5457,Australia,5120608540,540394871,540394871,,
wqms_01100088,-38.5235,143.48058,Australia,5120833860,540100589,540096557,camelsaus_235227,0.3047
wqms_01100089,-38.69933,143.25086,Australia,5120072910,540058932,540096557,camelsaus_235224,0.0013
wqms_01100090,-38.56848,143.65602,Australia,5120833870,540091184,540091184,grdc_5302327,2.1962
wqms_01100091,-37.41514,149.51932,Australia,5120832010,540435201,540366648,grdc_5302100,0.0565
wqms_01100092,-37.31048,142.36834,Australia,5120609510,540265855,540264511,grdc_5302411,0.0388
wqms_01100093,-37.58571,141.40694,Australia,5120611050,540437896,540424443,,
wqms_01100094,-37.92717,141.28561,Australia,5120612580,540319638,540396237,grdc_5302400,0.0254
wqms_01100095,-37.14804,141.85228,Australia,5120831400,540424440,540424443,,
wqms_01100096,-37.172,141.58915,Australia,5120609270,540435192,540424443,,
wqms_01100097,-37.2349,141.95894,Australia,5120609450,540433851,540424443,,
wqms_01100098,-37.62304,141.42559,Australia,5120611370,540401610,540396237,grdc_5302400,91.6364
wqms_01100099,-37.91441,146.65684,Australia,5120612420,540268565,540276628,,
wqms_01100100,-37.09095,145.20153,Australia,5120608700,540433846,540451323,,
wqms_01100101,-37.3317,146.13119,Australia,5120609750,540392192,540389510,grdc_5304134,0.0159
wqms_01100102,-37.28981,145.82679,Australia,5120609570,540346495,540346495,camelsaus_405241,6.7643
wqms_01100103,-36.7143,145.17219,Australia,5120606310,540488935,540451323,,
wqms_01100104,-37.22055,145.93085,Australia,5120609480,540451323,540451323,,
wqms_01100105,-36.61784,145.22296,Australia,5120606310,540464740,540451323,,
wqms_01100106,-37.02124,145.10791,Australia,5120607880,540449971,540451323,,
wqms_01100107,-36.38023,145.39354,Australia,5120829310,540433818,540432474,,
wqms_01100108,-37.70867,141.83195,Australia,5120611520,540390862,540389518,camelsaus_238219,0.068
wqms_01100109,-37.48259,147.82719,Australia,5120610450,540406980,540420419,,
wqms_01100110,-36.61333,146.06057,Australia,5120606110,540406946,540415012,camelsaus_404207,0.2695
wqms_01100111,-38.24399,142.70352,Australia,5120614250,540264545,540282010,camelsaus_236210,0.0062
wqms_01100112,-38.33143,142.62926,Australia,5120614300,540206757,540198694,camelsaus_236209,0.7017
wqms_01100113,-37.69387,142.72706,Australia,5120611700,540417739,540389501,camelsaus_236202,0.1666
wqms_01100114,-37.22662,146.20002,Australia,5120609350,540432507,540363960,camelsaus_405215,1.5395
wqms_01100115,-36.95137,145.28465,Australia,5120607860,540419056,540405618,grdc_5304122,0.3968
